Anbieter;Kurzbeschreibung Anbieter;Kurzbeschreibung des Angebots;Informationen zum Angebot;Webseite;Straße + Hausnummer des Angebotorts;Ort;PLZ des Angebotorts;Bezirk;Gratis?;Kategorie;Zielgruppen;X WGS 84;Y WGS 84;Sprache;Slug;Freigegeben
Volkshochschule Steglitz-Zehlendorf;From language courses to arts and culture to professional development and health programs – the adult education centers in Berlin allow people of all ages to expand their knowledge and learn new skills.;Reduced course fees;Fee reductions according to the implementation regulations on fees of the adult education centers;http://www.berlin.de/vhs-steglitz-zehlendorf/;Goethestraße 9-11;Berlin;12207;Steglitz-Zehlendorf;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,31643948;52,42927773;en;Volkshochschule Steglitz-Zehlendorf;Ja
Volkshochschule Tempelhof-Schöneberg;Von Sprachkursen über Kunst und Kultur bis hin zu beruflicher Weiterbildung und Gesundheitsprogrammen – die Volkshochschulen in Berlin ermöglichen es Menschen aller Altersgruppen, ihre Kenntnisse zu erweitern und neue Fähigkeiten zu erlernen.;Ermäßigte Kursgebühren;Entgeltermäßigungen in Höhe von 50 %, Ausführungsvorschriften über Entgelte der Volkshochschulen finden Sie bei den einzelnen Angeboten.;https://www.berlin.de/vhs-tempelhof-schoeneberg/;Barbarossapl. 5;Berlin;10781;Tempelhof-Schöneberg;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,3497241;52,49230813;de;Volkshochschule Tempelhof-Schöneberg;Ja
Volkshochschule Tempelhof-Schöneberg;From language courses to arts and culture to vocational training and health programs - the adult education centers in Berlin enable people of all ages to expand their knowledge and learn new skills.;Discounted course fees;Reduced fees of 50%, detailed regulations regarding fees of adult education centers can be found with the individual offers.;https://www.berlin.de/vhs-tempelhof-schoeneberg/;Barbarossapl. 5;Berlin;10781;Tempelhof-Schöneberg;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,3497241;52,49230813;en;Volkshochschule Tempelhof-Schöneberg;Ja
Volkshochschule Treptow-Köpenick;Von Sprachkursen über Kunst und Kultur bis hin zu beruflicher Weiterbildung und Gesundheitsprogrammen – die Volkshochschulen in Berlin ermöglichen es Menschen aller Altersgruppen, ihre Kenntnisse zu erweitern und neue Fähigkeiten zu erlernen.;Ermäßigte Kursgebühren;Entgeltermäßigungen in Höhe von 50 %, Ausführungsvorschriften über Entgelte der Volkshochschulen finden Sie bei den einzelnen Angeboten.;http://www.berlin.de/vhs-treptow-koepenick/;Baumschulenstraße 79-81;Berlin;12437;Treptow-Köpenick;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,48528669;52,46434998;de;Volkshochschule Treptow-Köpenick;Ja
Adult Education Center Treptow-Köpenick;From language courses to art and culture, as well as professional training and health programs – the adult education centers in Berlin allow people of all ages to expand their knowledge and learn new skills.;Reduced course fees;Fee reductions of 50%, implementation regulations regarding fees of the adult education centers can be found with the individual offerings.;http://www.berlin.de/vhs-treptow-koepenick/;Baumschulenstraße 79-81;Berlin;12437;Treptow-Köpenick;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,48528669;52,46434998;en;Volkshochschule Treptow-Köpenick;Ja
WABE;Die WABE ist eine zentrale Kultureinrichtung  im Bezirk Prenzlauer Berg/Pankow. Sie ist ein beliebter Veranstaltungsort für Konzerte und diverse andere kulturelle Events.;Ermäßigter Eintritt;ermäßigter Eintritt auf ausgewiesene Veranstaltungen;http://www.wabe-berlin.de;Danziger Str. 105;Berlin;10405;Pankow;nein;Kultur;Erwachsene, Senioren, Familie;13,43120259;52,5377829;de;WABE;Ja
WABE;WABE is a central cultural institution in the Prenzlauer Berg/Pankow district. It is a popular venue for concerts and various other cultural events.;Discounted admission;discounted admission to designated events;http://www.wabe-berlin.de;Danziger Str. 105;Berlin;10405;Pankow;nein;Kultur;Erwachsene, Senioren, Familie;13,43120259;52,5377829;en;WABE;Ja
Waldhochseilgarten Jungfernheide;Kletterwald mit Biergarten für Ausflüge und Events. Erlebe Berlin aus der Vogel­perspektive und genieße ein einzigartiges Abenteuer im riesigen Waldhochseilgarten im Volkspark Jungfernheide.;Ermäßigter Eintritt;Berechtigungsnachweis-Inhaber*innen erhalten 10% auf den regulären Preis.;https://waldhochseilgarten-jungfernheide.de/;Heckerdamm 260;Berlin;13627;Charlottenburg-Wilmersdorf;nein;Sport;Erwachsene, Senioren, Familie;13,27814573;52,54365312;de;Waldhochseilgarten Jungfernheide;Ja
Waldhochseilgarten Jungfernheide;Climbing forest with beer garden for excursions and events Experience Berlin from a bird's eye view and enjoy a unique adventure in the huge high rope course in Volkspark Jungfernheide;Discounted admission;Eligibility proof holders receive 10% off the regular price;https://waldhochseilgarten-jungfernheide.de/;Heckerdamm 260;Berlin;13627;Charlottenburg-Wilmersdorf;nein;Sport;Erwachsene, Senioren, Familie;13,27814573;52,54365312;en;Waldhochseilgarten Jungfernheide;Ja
Waldschule Grunewald mit Waldmuseum;In der Waldschule können insbesondere Grundschulklassen und Kitagruppen bei Walderlebnistagen den Lebensraum Wald kennenlernen. Ausgangspunkt für spannende und erlebnisreiche Stunden im Wald bildet dabei ein Besuch unserer Ausstellungsräume. ;Ermäßigter Eintritt;ermäßigter Eintritt;http://www.waldmuseum-waldschule.de;Königsweg 4;Berlin;14193;Charlottenburg-Wilmersdorf;nein;Kultur;Erwachsene, Senioren, Familie;13,25125429;52,48710693;de;Waldschule Grunewald mit Waldmuseum;Ja
Waldschule Grunewald with Forest Museum;At the Forest School, especially elementary school classes and kindergarten groups can learn about the forest habitat during forest experience days. A visit to our exhibition rooms serves as the starting point for exciting and eventful hours in the forest.;Reduced admission;reduced admission;http://www.waldmuseum-waldschule.de;Königsweg 4;Berlin;14193;Charlottenburg-Wilmersdorf;nein;Kultur;Erwachsene, Senioren, Familie;13,25125429;52,48710693;en;Waldschule Grunewald mit Waldmuseum;Ja
Weiße Flotte Potsdam;In Potsdam bietet die Weiße Flotte Rundfahrten mit dem Dampfer oder Wassertaxi an, ideal, um die Stadt der Schlösser und Parks vom Wasser aus zu erkunden.;Ermäßigtes Ticket;Montag bis Freitag 10% Preisnachlass auf alle Linienfahrten (Schlösserrundfahrt, Große Inselrundfahrt, Havelseenrundfahrt, Wannseerundfahrt). Preisnachlass gilt nicht an den Wochenenden, nicht an Feiertagen, nicht für Tages- und Halbtagesfahrten, nicht für Eventfahrten und nicht für kulinarische Themenfahrten;https://www.schifffahrt-in-potsdam.de;Große Fischerstraße 6;Potsdam;14467;außerhalb;nein;Freizeit;Erwachsene, Senioren, Familie;13,07046416;52,39794153;de;Weiße Flotte Potsdam;Ja
White Fleet Potsdam;In Potsdam, the White Fleet offers round trips with the steamer or water taxi, ideal for exploring the city of palaces and parks from the water.;Discounted ticket;Monday to Friday 10% discount on all scheduled trips (Palace tour, Large Island tour, Havelsee tour, Wannsee tour). The discount does not apply on weekends, holidays, for day and half-day trips, for event trips, and for culinary themed trips.;https://www.schifffahrt-in-potsdam.de;Große Fischerstraße 6;Potsdam;14467;außerhalb;nein;Freizeit;Erwachsene, Senioren, Familie;13,07046416;52,39794153;en;Weiße Flotte Potsdam;Ja
Werkbundarchiv - Museum der Dinge;Das Museum der Dinge folgt der Werkbund-Tradition und befasst sich mit der Produktkultur des 20. und 21. Jahrhunderts. Die Sammlung umfasst neben ca. 30.000 Dokumenten auch rund 20.000 Objekte.;Freier Eintritt ;freier Eintritt;https://www.museumderdinge.de;Leipziger Str. 54;Berlin;10117;Friedrichshain-Kreuzberg;ja;Kultur;Erwachsene, Senioren, Familie;13,39994042;52,51160776;de;Werkbundarchiv - Museum der Dinge;Ja
Werkbundarchiv - Museum of Things;The Museum of Things follows the Werkbund tradition and deals with the product culture of the 20th and 21st centuries. The collection includes around 30,000 documents and approximately 20,000 objects.;Free entry;free entry;https://www.museumderdinge.de;Leipziger Str. 54;Berlin;10117;Friedrichshain-Kreuzberg;ja;Kultur;Erwachsene, Senioren, Familie;13,39994042;52,51160776;en;Werkbundarchiv - Museum der Dinge;Ja
Wintergarten Berlin;Der Wintergarten setzt auf eine Mischung aus Show, Musik, Tanz und Akrobatik. Als Begleitung zu dem Unterhaltungsprogramm gibt es die Möglichkeit sich mit einem Drei-Gänge-Menü oder Wein versorgen zu lassen.;Ermäßigter Eintritt;ermäßigter Eintritt an der Abendkasse buchbar 30 Min. vor Showbeginn. außer November, Dezember, sowie Sondervorstellungen. 30 Euro (PK 1 od. 2) nach Verfügbarkeit;https://www.wintergarten-berlin.de;Potsdamer Str. 96;Berlin;10785;Tempelhof-Schöneberg;nein;Freizeit;Erwachsene, Senioren, Familie;13,36450569;52,50212881;de;Wintergarten Berlin;Ja
Winter Garden Berlin;The Winter Garden focuses on a mix of shows, music, dance, and acrobatics. As a complement to the entertainment program, there is the option to be provided with a three-course menu or wine.;Reduced entry;Reduced entry available at the box office 30 minutes before the start of the show, except in November, December, and special performances. 30 Euros (Category 1 or 2) subject to availability;https://www.wintergarten-berlin.de;Potsdamer Str. 96;Berlin;10785;Tempelhof-Schöneberg;nein;Freizeit;Erwachsene, Senioren, Familie;13,36450569;52,50212881;en;Wintergarten Berlin;Ja
Zaubertheater Igor Jedlin;Das Zaubertheater Igor Jedlin bietet einzigartige Vorstellungen, die das kleine und große Publikum verzaubern. Das magische Theater fasst 93 ZuschauerInnen, bietet Nachmittagsvorstellungen für Kinder und Abendvorstellungen für Erwachsene.;Ermäßigter Eintritt;ermäßigter Preis, Kinder bis 11 Jahre zahlen nur 5,60 Euro statt 7 Euro.;http://www.zaubertheater.de;Roscherstraße 7;Berlin;10629;Charlottenburg-Wilmersdorf;nein;Kultur;Erwachsene, Senioren, Familie;13,30176604;52,50023631;de;Zaubertheater Igor Jedlin;Ja
Magic Theater Igor Jedlin;The Magic Theater Igor Jedlin offers unique performances that enchant both young and adult audiences. The magical theater accommodates 93 spectators and provides afternoon shows for children and evening shows for adults.;Reduced admission;reduced price, children up to 11 years pay only 5.60 euros instead of 7 euros;http://www.zaubertheater.de;Roscherstraße 7;Berlin;10629;Charlottenburg-Wilmersdorf;nein;Kultur;Erwachsene, Senioren, Familie;13,30176604;52,50023631;en;Zaubertheater Igor Jedlin;Ja
Zebrano-Theater;Das musikalisch-literarisch ausgerichtete Programm des Zebrano-Theaters besteht aus Kleinkunst, Kabarett und Chanson und wird durch Literaturevents sowie Kinderveranstaltungen ergänzt.;Ermäßigter Eintritt;ermäßigter Preis;http://www.zebrano-theater.de;Lenbachstraße 7A;Berlin;10245;Friedrichshain-Kreuzberg;nein;Kultur;Erwachsene, Senioren, Familie;13,46680587;52,50574506;de;Zebrano-Theater;Ja
Zebrano Theater;The musically literary program of the Zebrano Theater consists of cabaret, chanson, and small art, supplemented by literary events and children's activities.;Reduced admission;reduced price;http://www.zebrano-theater.de;Lenbachstraße 7A;Berlin;10245;Friedrichshain-Kreuzberg;nein;Kultur;Erwachsene, Senioren, Familie;13,46680587;52,50574506;en;Zebrano-Theater;Ja
Zeiss-Großplanetarium;Das Zeiss-Großplanetarium ist Europas modernstes Wissenschaftstheater. Ein großer Planetariumssaal mit 307 und ein Kinosaal mit 160 Plätzen bieten Raum für spannende Streifzüge durch die Welt der Astronomie und Wissenschaft.;Ermäßigter Eintritt;berechtigt zum Erwerb eines ermäßigten Tickets|gilt nicht für Musik- und Sonderveranstaltungen;https://www.planetarium.berlin;Prenzlauer Allee 80;Berlin;10405;Pankow;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,42785871;52,5430265;de;Zeiss-Großplanetarium;Ja
Zeiss Great Planetarium;The Zeiss Great Planetarium is Europe's most modern science theater. A large planetarium hall with 307 seats and a cinema hall with 160 seats offer space for exciting excursions through the world of astronomy and science.;Reduced admission;entitles the holder to purchase a reduced ticket|does not apply to music and special events;https://www.planetarium.berlin;Prenzlauer Allee 80;Berlin;10405;Pankow;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,42785871;52,5430265;en;Zeiss-Großplanetarium;Ja
Zentrum für Familienplanung Steglitz-Zehlendorf;Das Zentrum bietet ihnen zum einen eine medizinische und psychosoziale Beratung zum Thema sexuelle Gesundheit, STI und HIV und zum anderen eine Betreuung rund um die Schwangerschaft sowie eine Beratung bei Schwangerschaftskonfikten.;Freier Eintritt ;Berechtigungsnachweis-Inhaber*innen können kostenfrei diverse Beratungsangebote in Anspruch nehmen s. http://www.steglitz-zehlendorf.de/zentrum-familienplanung. Zur Zeit vorwiegend telefonische Beratungen mit Terminvereinbarungen;https://www.berlin.de/ba-steglitz-zehlendorf/politik-und-verwaltung/aemter/gesundheitsamt/zentrum-fuer-familienplanung/artikel.29766.php;Rubensstraße 125;Berlin;12157;Steglitz-Zehlendorf;ja;Bildung & Beratung;Erwachsene, Senioren, Familie;13,34628939;52,46295788;de;Zentrum für Familienplanung Steglitz-Zehlendorf;Ja
Center for Family Planning Steglitz-Zehlendorf;The center provides medical and psychosocial counseling on sexual health, STIs, and HIV, as well as support regarding pregnancy and advice on pregnancy conflicts.;Free entry;Eligibility certificate holders can access various counseling services free of charge at http://www.steglitz-zehlendorf.de/zentrum-familienplanung. Currently, consultations are mainly by phone with scheduled appointments.;https://www.berlin.de/ba-steglitz-zehlendorf/politik-und-verwaltung/aemter/gesundheitsamt/zentrum-fuer-familienplanung/artikel.29766.php;Rubensstraße 125;Berlin;12157;Steglitz-Zehlendorf;ja;Bildung & Beratung;Erwachsene, Senioren, Familie;13,34628939;52,46295788;en;Zentrum für Familienplanung Steglitz-Zehlendorf;Ja
Zentrum für sexuelle Gesundheit und Familienplanung Charlottenburg-Wilmersdorf;Das Zentrum bietet ihnen zum einen eine medizinische und psychosoziale Beratung zum Thema sexuelle Gesundheit, STI und HIV und zum anderen eine Betreuung rund um die Schwangerschaft sowie eine Beratung bei Schwangerschaftskonfikten.;Freier Eintritt ;Berechtigungsnachweis-Inhaber*innen benötigen für die Prüfung des Anspruches auf die Kostenübernahme ihres Verhütungsmittels keine weiteren Einkommensnachweise. Durchführung von kostenlosen HIV-Tests für Berechtigungsnachweis-Inhaber*innen.;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/gesundheit/zentrum-fuer-sexuelle-gesundheit-und-familienplanung/;Hohenzollerndann 174;Berlin;10713;Charlottenburg-Wilmersdorf;ja;Bildung & Beratung;Erwachsene, Senioren, Familie;13,31129614;52,48927766;de;Zentrum für sexuelle Gesundheit und Familienplanung Charlottenburg-Wilmersdorf;Ja
Center for Sexual Health and Family Planning Charlottenburg-Wilmersdorf;The center offers medical and psychosocial counseling on sexual health, STI, and HIV, as well as care around pregnancy and counseling in case of pregnancy conflicts.;Free admission;Eligibility proof holders do not need any further income statements for the assessment of their contraceptive cost coverage. Free HIV testing is conducted for eligibility proof holders.;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/gesundheit/zentrum-fuer-sexuelle-gesundheit-und-familienplanung/;Hohenzollerndann 174;Berlin;10713;Charlottenburg-Wilmersdorf;ja;Bildung & Beratung;Erwachsene, Senioren, Familie;13,31129614;52,48927766;en;Zentrum für sexuelle Gesundheit und Familienplanung Charlottenburg-Wilmersdorf;Ja
Zentrum für sexuelle Gesundheit und Familienplanung Friedrichshain-Kreuzberg;Das Zentrum bietet ihnen zum einen eine medizinische und psychosoziale Beratung zum Thema sexuelle Gesundheit, STI und HIV und zum anderen eine Betreuung rund um die Schwangerschaft sowie eine Beratung bei Schwangerschaftskonfikten.;Freier Eintritt ;Berechtigungsnachweis-Inhaber*innen können die Kostenübernahme von Verhütungsmitteln prüfen lassen. Der HIV-Test wird anonym und bei geringen Einkünften kostenfrei durchgeführt. STI-Tests sind grundsätzlich kostenfrei.;https://www.berlin.de/ba-friedrichshain-kreuzberg/politik-und-verwaltung/aemter/gesundheitsamt/zentrum-fuer-sexuelle-gesundheit-und-familienplanung/;Urbanstraße 24;Berlin;10967;Friedrichshain-Kreuzberg;ja;Bildung & Beratung;Erwachsene, Senioren, Familie;13,41032748;52,49239483;de;Zentrum für sexuelle Gesundheit und Familienplanung Friedrichshain-Kreuzberg;Ja
Center for Sexual Health and Family Planning Friedrichshain-Kreuzberg;The center offers both medical and psychosocial counseling on sexual health, STI, and HIV, as well as support regarding pregnancy and counseling on pregnancy-related conflicts.;Free entry;Eligibility proof holders can check the coverage of contraceptive costs. The HIV test is conducted anonymously and free of charge for low-income individuals. STI tests are generally free of charge.;https://www.berlin.de/ba-friedrichshain-kreuzberg/politik-und-verwaltung/aemter/gesundheitsamt/zentrum-fuer-sexuelle-gesundheit-und-familienplanung/;Urbanstraße 24;Berlin;10967;Friedrichshain-Kreuzberg;ja;Bildung & Beratung;Erwachsene, Senioren, Familie;13,41032748;52,49239483;en;Zentrum für sexuelle Gesundheit und Familienplanung Friedrichshain-Kreuzberg;Ja
Zentrum für sexuelle Gesundheit und Familienplanung Marzahn-Hellersdorf;Das Zentrum bietet ihnen zum einen eine medizinische und psychosoziale Beratung zum Thema sexuelle Gesundheit, STI und HIV und zum anderen eine Betreuung rund um die Schwangerschaft sowie eine Beratung bei Schwangerschaftskonfikten.;Freier Eintritt ;Berechtigungsnachweis-Inhaber*innen können die Kostenübernahme von Verhütungsmitteln prüfen lassen und Durchführung von anonymen und kostenlosen HIV-Tests.;https://www.berlin.de/ba-marzahn-hellersdorf/verwaltung/gesundheit/gesund5.html;Janusz-Korczak-Str. 32, ;Berlin;12627;Marzahn-Hellersdorf;ja;Bildung & Beratung;Erwachsene, Senioren, Familie;13,6064944;52,53867623;de;Zentrum für sexuelle Gesundheit und Familienplanung Marzahn-Hellersdorf;Ja
Center for Sexual Health and Family Planning Marzahn-Hellersdorf;The center offers both medical and psychosocial counseling on sexual health, STIs, and HIV, as well as support related to pregnancy and counseling for pregnancy conflicts.;Free entry;Proof of eligibility holders can check the coverage of contraceptive costs and obtain anonymous and free HIV tests.;https://www.berlin.de/ba-marzahn-hellersdorf/verwaltung/gesundheit/gesund5.html;Janusz-Korczak-Str. 32, ;Berlin;12627;Marzahn-Hellersdorf;ja;Bildung & Beratung;Erwachsene, Senioren, Familie;13,6064944;52,53867623;en;Zentrum für sexuelle Gesundheit und Familienplanung Marzahn-Hellersdorf;Ja
Zentrum für sexuelle Gesundheit und Familienplanung Mitte;Das Zentrum bietet ihnen zum einen eine medizinische und psychosoziale Beratung zum Thema sexuelle Gesundheit, STI und HIV und zum anderen eine Betreuung rund um die Schwangerschaft sowie eine Beratung bei Schwangerschaftskonfikten.;Freier Eintritt ;Berechtigungsnachweis-Inhaber*innen können die Kostenübernahme von Verhütungsmitteln prüfen lassen. Ebenfalls werden kostenlos Abstriche auf sexuell übertragbare Infektionen wie Chlamydien, Gonorrhoe, Syphilis etc. angeboten.;https://www.berlin.de/ba-mitte/politik-und-verwaltung/aemter/gesundheitsamt/zentren/artikel.106172.php;Ruheplatzstr. 13;Berlin;13347;Mitte;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,3617037;52,54755798;de;Zentrum für sexuelle Gesundheit und Familienplanung Mitte;Ja
Center for Sexual Health and Family Planning Mitte;The center provides both medical and psychosocial counseling on sexual health, STIs, and HIV as well as support regarding pregnancy and counseling for pregnancy conflicts;Free entry;Eligibility certificate holders can check for coverage of contraceptive costs. Free tests for sexually transmitted infections such as chlamydia, gonorrhea, syphilis, etc. are also offered;https://www.berlin.de/ba-mitte/politik-und-verwaltung/aemter/gesundheitsamt/zentren/artikel.106172.php;Ruheplatzstr. 13;Berlin;13347;Mitte;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,3617037;52,54755798;en;Zentrum für sexuelle Gesundheit und Familienplanung Mitte;Ja
Zeughauskino im Deutschen Historischen Museum;Das Zeughauskino ist ein Programmkino als Teil des Deutschen Historischen Museums. Es konzentriert sich vor allem darauf, historische Filme zu zeigen und damit sein Publikum anzusprechen.;Ermäßigter Eintritt;ermäßigter Eintritt, Bei Vorlage des Berechtigungsnachweiseses erhalten Berechtigungsnachweis-Inhaber*innen 50% Rabatt auf den Eintrittspreis. Bei regulären Vorführungen zahlen Berechtigungsnachweis-Inhaber*innen somit 2,50 Euro, bei Sonderveranstaltungen liegt der ermäßigte Preis entsprechend höher.;https://www.dhm.de/zeughauskino/;Hinter dem Gießhaus 3;Berlin;10117;Mitte;nein;Kultur;Erwachsene, Senioren, Familie;13,39658242;52,51888095;de;Zeughauskino im Deutschen Historischen Museum;Ja
Zeughauskino at the German Historical Museum;Zeughauskino is an art house cinema as part of the German Historical Museum. It mainly focuses on showing historical films and thus appealing to its audience.;Reduced admission;reduced admission, With a valid proof of eligibility, holders receive a 50% discount on the admission price. For regular screenings, holders thus pay 2.50 euros, while for special events, the reduced price is correspondingly higher.;https://www.dhm.de/zeughauskino/;Hinter dem Gießhaus 3;Berlin;10117;Mitte;nein;Kultur;Erwachsene, Senioren, Familie;13,39658242;52,51888095;en;Zeughauskino im Deutschen Historischen Museum;Ja
Zitadelle Spandau;Die Festung aus dem 16. Jahrhundert, einst ein militärisches Bollwerk, dient heute als Schauplatz für eine Vielzahl kultureller Ereignisse wie Mittelalterfeste, Musikfestivals, Theateraufführungen und Kunstausstellungen.;Ermäßigter Eintritt;ermäßigter Eintritt;https://www.zitadelle-spandau.de;Am Juliusturm 64;Berlin;13599;Spandau;nein;Sport;Erwachsene, Senioren, Familie;13,21250369;52,54012027;de;Zitadelle Spandau;Ja
Citadel Spandau;The fortress from the 16th century, once a military stronghold, now serves as a venue for a variety of cultural events such as medieval festivals, music festivals, theater performances, and art exhibitions;Reduced admission;reduced admission;https://www.zitadelle-spandau.de;Am Juliusturm 64;Berlin;13599;Spandau;nein;Sport;Erwachsene, Senioren, Familie;13,21250369;52,54012027;en;Zitadelle Spandau;Ja
Zoo Berlin;Der Zoo Berlin – ein Zoo der Superlative! Er ist nicht nur der älteste sowie meistbesuchte Zoo Deutschlands, sondern auch einer der artenreichsten weltweit. Zu seinen Bewohnern gehören unter anderem die einzigen Großen Pandas in Deutschland!;Ermäßigter Eintritt;ermäßigter Tageseintritt bzw. ermäßigte Jahreskarten für Berechtigungsnachweis-Inhaber*innen;https://www.zoo-berlin.de;Hardenbergpl. 8;Berlin;10787;Charlottenburg-Wilmersdorf;nein;Freizeit;Erwachsene, Senioren, Familie;13,33417938;52,50681384;de;Zoo Berlin;Ja
Berlin Zoo;The Berlin Zoo - a zoo of superlatives! It is not only the oldest and most visited zoo in Germany but also one of the most species-rich in the world. Among its inhabitants are the only giant pandas in Germany!;Discounted entry;discounted day entry or discounted annual passes for eligible proof holders;https://www.zoo-berlin.de;Hardenbergpl. 8;Berlin;10787;Charlottenburg-Wilmersdorf;nein;Freizeit;Erwachsene, Senioren, Familie;13,33417938;52,50681384;en;Zoo Berlin;Ja
Kombibad Gropiusstadt;Die Schwimmhalle des Kombibads Gropiusstadt verfügt über ein 50-Meter-Schwimmbecken, ein separates Nichtschwimmerbecken sowie ein Sprungbecken mit 1-Meter und 3-Meter Sprungbrett. Es ist hauptsächlich für Schulen und Vereine reserviert. Öffentlichen Badegästen steht sie zum Frühschwimmen zur Verfügung sowie nachmittags und an den Wochenenden mit eingeschränkter Wasserfläche.;Ermäßigter Eintritt (Nachweis erforderlich);Haupttarif anstatt 5,50 €, ermäßigung auf 3,50 €. Ermäßigte Personen sind Empfänger:innen von Bürgergeld, Sozialgeld, Sozialhilfe, Leistungen zur Grundsicherung im Alter, bei Erwerbsminderungen oder nach dem Asylbewerberleistungsgesetz (Nachweis erforderlich);https://www.berlinerbaeder.de/baeder/detail/kombibad-gropiusstadt-hallenbad/;Lipschitzallee 27-33;Berlin;12351;Neukölln;nein;Freizeit;Erwachsene, Senioren, Familie;13,47157728;52,4296817;de;Kombibad Gropiusstadt;Ja
Kombibad Gropiusstadt;The swimming hall of Kombibad Gropiusstadt features a 50-meter swimming pool, a separate non-swimmer pool, and a diving pool with 1-meter and 3-meter diving boards. It is mainly reserved for schools and clubs. Public bathers can use it for early swimming, as well as in the afternoons and on weekends with limited water space.;Reduced admission (proof required);Regular fee instead of €5.50, reduced to €3.50. Reduced price applies to recipients of citizen's money, social benefits, social assistance, benefits for basic security in old age, for reduced earning capacity, or according to the Asylum Seekers Benefit Act (proof required);https://www.berlinerbaeder.de/baeder/detail/kombibad-gropiusstadt-hallenbad/;Lipschitzallee 27-33;Berlin;12351;Neukölln;nein;Freizeit;Erwachsene, Senioren, Familie;13,47157728;52,4296817;en;Kombibad Gropiusstadt;Ja
Kombibad Seestraße;Das Hallenbad des Kombibads Seestraße verfügt über ein 50-m-Becken mit 1- und 3-m-Sprungbrettern und einem Nichtschwimmerbecken mit Kinderrutsche. Um das Angebot an Wasserfläche für die Besucher sowie für Vereine und Schulen zu erweitern, werden im Winter mit Hilfe einer imposanten Traglufthalle die beiden 50-m-Außenbecken temporär zu einem weiteren im Winter nutzbaren Bad;Ermäßigter Eintritt (Nachweis erforderlich);Haupttarif anstatt 5,50 €, ermäßigung auf 3,50 €. Ermäßigte Personen sind Empfänger:innen von Bürgergeld, Sozialgeld, Sozialhilfe, Leistungen zur Grundsicherung im Alter, bei Erwerbsminderungen oder nach dem Asylbewerberleistungsgesetz (Nachweis erforderlich);https://www.berlinerbaeder.de/baeder/detail/kombibad-seestrasse-hallenbad/;Seestraße 80;Berlin;13347;Wedding;nein;Freizeit;Erwachsene, Senioren, Familie;13,36322998;52,55690499;de;Kombibad Seestraße;Ja
Kombibad Seestraße;The indoor pool of Kombibad Seestraße has a 50-meter pool with 1 and 3-meter diving boards and a non-swimmer pool with a children's slide. To expand the water area available for visitors as well as for clubs and schools, the two 50-meter outdoor pools will be temporarily converted into an additionally usable pool in winter with the help of an impressive inflatable hall.;Discounted admission (proof required);Main rate instead of €5.50, discount to €3.50. Discounted individuals are recipients of citizen's income, social benefits, social assistance, benefits for basic security in old age, with reduced earning capacity, or under the Asylum Seekers Benefits Act (proof required);https://www.berlinerbaeder.de/baeder/detail/kombibad-seestrasse-hallenbad/;Seestraße 80;Berlin;13347;Wedding;nein;Freizeit;Erwachsene, Senioren, Familie;13,36322998;52,55690499;en;Kombibad Seestraße;Ja
Kombibad Spandau Süd;Das 1974 eröffnete Kombibad Spandau Süd wird von der Öffentlichkeit, von Schulen und von Vereinen genutzt. Die Halle verfügt über ein 50-Meter-Becken mit sechs Bahnen, die durch eine Trennwand auf 25 Meter verkürzt werden können, ein Sprungbecken mit jeweils einem 1- Meter- und einem 3-Meter-Sprungbrett sowie ein Nichtschwimmerbecken.;Ermäßigter Eintritt (Nachweis erforderlich);Haupttarif anstatt 5,50 €, ermäßigung auf 3,50 €. Ermäßigte Personen sind Empfänger:innen von Bürgergeld, Sozialgeld, Sozialhilfe, Leistungen zur Grundsicherung im Alter, bei Erwerbsminderungen oder nach dem Asylbewerberleistungsgesetz (Nachweis erforderlich);https://www.berlinerbaeder.de/baeder/detail/kombibad-spandau-sued-hallenbad/;Gatower Straße 19;Berlin;13595;Spandau;nein;Freizeit;Erwachsene, Senioren, Familie;13,18761249;52,51889883;de;Kombibad Spandau Süd;Ja
Kombibad Spandau Süd;The Kombibad Spandau Süd, opened in 1974, is used by the public, schools, and clubs. The hall features a 50-meter pool with six lanes, which can be shortened to 25 meters by a partition wall, a diving pool with one 1-meter and one 3-meter diving board, as well as a non-swimmer pool.;Reduced admission (proof required);Standard rate instead of €5.50, reduced to €3.50. Reduced persons are recipients of citizen's money, social benefits, social assistance, benefits for basic security in old age, in case of reduced earning capacity, or under the Asylum Seekers Benefits Act (proof required);https://www.berlinerbaeder.de/baeder/detail/kombibad-spandau-sued-hallenbad/;Gatower Straße 19;Berlin;13595;Spandau;nein;Freizeit;Erwachsene, Senioren, Familie;13,18761249;52,51889883;en;Kombibad Spandau Süd;Ja
